url,artist,name,artist_pop,track_pop,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,bpm,time_signature,duration_ms,app,release_date,image,songplay,C1,M1,K1,mode,key,camelot,
spotify:track:3TSLqZssCoCdDlMhCJ08XW,BIGBANG,Still Life,64,65,0.68,0.584,-4.457,0.034,0.443,0,0.0628,0.239,118.06,4,188369,spotify,4/5/2022,https://i.scdn.co/image/ab67616d0000b273eb136d1be54b1ef8273c0699,https://p.scdn.co/mp3-preview/3a78a8ee5cdd384186c9f5cb43be9c035d861306?cid=774b29d4f13844c495f206cafdad9c86,8B,1,8,9,B,9B,
spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,86,86,0.601,0.271,-8.688,0.0403,0.937,0,0.144,0.411,145.494,4,213827,spotify,12/5/2012,https://i.scdn.co/image/ab67616d0000b27349055dce3554e72e82082980,https://p.scdn.co/mp3-preview/512a0d69ca896f94f78859bb2e25b42d3836110e?cid=774b29d4f13844c495f206cafdad9c86,0B,1,0,1,B,1B,
spotify:track:5Ohxk2dO5COHF1krpoPigN,Harry Styles,Sign of the Times,89,83,0.516,0.595,-4.63,0.0313,0.0275,0,0.109,0.222,119.972,4,340707,spotify,5/12/2017,https://i.scdn.co/image/ab67616d0000b2736c619c39c853f8b1d67b7859,https://p.scdn.co/mp3-preview/031e6b12cc5e1a7a73ce41c0a89f12c7b360ad06?cid=774b29d4f13844c495f206cafdad9c86,5B,1,5,6,B,6B,
spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,71,78,0.544,0.369,-9.514,0.038,0.969,0.279,0.639,0.102,87.01,3,208212,spotify,4/6/2015,https://i.scdn.co/image/ab67616d0000b2731fa318e90c9d4ddc6b480853,https://p.scdn.co/mp3-preview/e85c05b697c60a0d8884cfc75f745b105dae5f3c?cid=774b29d4f13844c495f206cafdad9c86,2B,1,2,3,B,3B,
spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),83,84,0.558,0.559,-9.222,0.0959,0.371,0.00000749,0.109,0.62,78.558,4,180387,spotify,7/21/2017,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3,https://p.scdn.co/mp3-preview/e6c4c9656721fe0a042b61be26adbb57c7032a73?cid=774b29d4f13844c495f206cafdad9c86,6B,1,6,7,B,7B,
spotify:track:3QGxgNaqaFSpORp2OVLXHR,"Chefin, Mainstreet",212,70,72,0.789,0.519,-4.84,0.0697,0.659,0,0.085,0.857,154.037,4,150610,spotify,1/15/2022,https://i.scdn.co/image/ab67616d0000b273a563c6ba4cf8283ecec95589,https://p.scdn.co/mp3-preview/57db429741851daf0314de7b47cae9e374112349?cid=774b29d4f13844c495f206cafdad9c86,2A,0,2,3,A,3A,
spotify:track:1G1R0XgChe18Zr1o6tlmN6,Lana Del Rey,Watercolor Eyes,88,72,0.444,0.26,-10.045,0.0316,0.964,0.0815,0.125,0.121,120.443,4,211613,spotify,1/21/2022,https://i.scdn.co/image/ab67616d0000b273d0a93f4d6d61ec9f850218f9,https://p.scdn.co/mp3-preview/52190b1630d3651bf1ad0146201e89e86d7ad282?cid=774b29d4f13844c495f206cafdad9c86,7B,1,7,8,B,8B,
spotify:track:3xRH6FPVtheDyNla3T1FE7,Muni Long,Hrs & Hrs,62,70,0.511,0.525,-4.595,0.183,0.604,0,0.111,0.661,139.885,3,204317,spotify,11/19/2021,https://i.scdn.co/image/ab67616d0000b2731747c089e876e5a786d8de58,,8A,0,8,9,A,9A,
spotify:track:10hMM5nsZQf66ldBlgWBfG,"Labrinth, Zendaya",All For Us - from the HBO Original Series Euphoria,78,74,0.348,0.652,-7.145,0.0931,0.0165,0.0003,0.33,0.172,70.956,4,192987,spotify,8/4/2019,https://i.scdn.co/image/ab67616d0000b27325c4bac75a46caa3e645896a,https://p.scdn.co/mp3-preview/e0f4ca940bf28fd0547d7f7477640163ce8b3d61?cid=774b29d4f13844c495f206cafdad9c86,3B,1,3,4,B,4B,
spotify:track:3M0lSi5WW79CXQamgSBIjx,Chase Atlantic,Swim,78,82,0.666,0.542,-6.429,0.0392,0.27,0,0.0765,0.0771,120.134,4,228787,spotify,10/4/2017,https://i.scdn.co/image/ab67616d0000b2735a0c2870f4f309e382d1fad6,https://p.scdn.co/mp3-preview/898756e2b0d1fa36a5eb09f7274cfa04b57ea916?cid=774b29d4f13844c495f206cafdad9c86,8B,1,8,9,B,9B,
spotify:track:3oRW9ZGPRbLRMneQ5lwflt,Stephanie Beatriz,Waiting On A Miracle,66,69,0.48,0.554,-8.145,0.069,0.171,0,0.131,0.267,190.066,3,161840,spotify,11/19/2021,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,https://p.scdn.co/mp3-preview/44cbb8a39bc96208b836b034227a38ed5bc5774a?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:1mSviQV9iQnGSRyvTIuxAj,"Alvaro Diaz, Rauw Alejandro",Problemón,67,73,0.706,0.739,-3.753,0.0586,0.266,0,0.126,0.371,91.906,4,192613,spotify,10/29/2021,https://i.scdn.co/image/ab67616d0000b2734385062efd655ededc0d2caa,https://p.scdn.co/mp3-preview/68eb43b8305824a524fe63fa2006b1c8ed243212?cid=774b29d4f13844c495f206cafdad9c86,10B,1,10,11,B,11B,
spotify:track:186NCtNk1tUYS7c2DxgJ7O,V,Christmas Tree,67,83,0.437,0.384,-8.384,0.042,0.699,0,0.121,0.181,139.009,4,209947,spotify,12/24/2021,https://i.scdn.co/image/ab67616d0000b2738764ebc69bd91a01cc3948a2,https://p.scdn.co/mp3-preview/77142868330d0a8fb8c38c90aca96f046d79cb88?cid=774b29d4f13844c495f206cafdad9c86,5B,1,5,6,B,6B,
spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,86,70,0.872,0.391,-9.144,0.242,0.469,0.00000413,0.297,0.437,134.021,4,119133,spotify,8/25/2017,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,https://p.scdn.co/mp3-preview/99ae2de8b5e6c95349a9775948f65a331ca2a329?cid=774b29d4f13844c495f206cafdad9c86,0A,0,0,1,A,1A,
spotify:track:2SJZdZ5DLtlRosJ2xHJJJa,Paulo Londra,Chance,78,65,0.721,0.463,-9.483,0.0646,0.241,0,0.0929,0.216,137.915,3,204003,spotify,4/6/2022,https://i.scdn.co/image/ab67616d0000b273274a28ec692ca28a73da1288,https://p.scdn.co/mp3-preview/15793a195cc94828827ef10c4f9ecf039eab38a0?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:73cnVqsbZygieKi8xF10sO,"Camila Cabello, WILLOW",psychofreak (feat. WILLOW),80,78,0.629,0.64,-7.638,0.0752,0.342,0,0.0928,0.448,179.989,4,201495,spotify,4/7/2022,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,https://p.scdn.co/mp3-preview/ea915e8da7b6bb53e1cebf18701a53c63a2c2b6d?cid=774b29d4f13844c495f206cafdad9c86,7A,0,7,8,A,8A,
spotify:track:6bTdZ7xfKp3NqqADJ8HLyj,"Matuê, WIU, Teto",Vampiro,73,72,0.782,0.643,-4.956,0.0438,0.0136,0,0.0654,0.627,114.994,4,250435,spotify,3/29/2022,https://i.scdn.co/image/ab67616d0000b273b0cd9991ea7465bac51e9a94,https://p.scdn.co/mp3-preview/3e0baa3b93f35f5c884d82047dfd61f86c98c748?cid=774b29d4f13844c495f206cafdad9c86,8A,0,8,9,A,9A,
spotify:track:6ws54n2IzyrIxxyzlG2bVJ,Lil Baby,Right On,89,72,0.535,0.618,-5.668,0.382,0.0245,0,0.103,0.211,165.991,4,213976,spotify,4/8/2022,https://i.scdn.co/image/ab67616d0000b2736c6827c3fb94b95e5ff4a4aa,https://p.scdn.co/mp3-preview/7a91fb5c7da374398862e9245f2629defcced3b3?cid=774b29d4f13844c495f206cafdad9c86,2B,1,2,3,B,3B,
spotify:track:1jIMjbzcGCcCQn5iMu9CUc,Charlie Puth,That's Hilarious,83,76,0.714,0.442,-5.909,0.0605,0.742,0,0.114,0.546,108.039,4,146855,spotify,4/8/2022,https://i.scdn.co/image/ab67616d0000b27340fd40bd8e86fa1f087506e6,,6B,1,6,7,B,7B,
spotify:track:4QWumyD2uwiePBBha9XBHI,Felipe Amorim,No Ouvidinho,71,79,0.885,0.834,-3.374,0.0394,0.403,0,0.0865,0.84,124.018,4,183871,spotify,3/11/2022,https://i.scdn.co/image/ab67616d0000b2735c40e48b405cfda65bb70ad0,https://p.scdn.co/mp3-preview/57c0a373ff3f6a04e53238d5cccc09937f9c826e?cid=774b29d4f13844c495f206cafdad9c86,3B,1,3,4,B,4B,
spotify:track:2Foc5Q5nqNiosCNqttzHof,"Daft Punk, Pharrell Williams, Nile Rodgers",Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,79,81,0.794,0.811,-8.966,0.038,0.0426,0.00000107,0.101,0.862,116.047,4,248413,spotify,4/19/2013,https://i.scdn.co/image/ab67616d0000b2731d5cf960a92bb8b03fc2be7f,https://p.scdn.co/mp3-preview/a13551566573594eb4d12c396775b3fb0fca6e66?cid=774b29d4f13844c495f206cafdad9c86,6A,0,6,7,A,7A,
spotify:track:2uky0VCI2EZni0nArOPznM,"Bizarrap, Paulo Londra","Paulo Londra: Bzrp Music Sessions, Vol. 23",84,74,0.456,0.91,-2.659,0.136,0.256,0,0.0921,0.329,95.927,4,258542,spotify,4/25/2022,https://i.scdn.co/image/ab67616d0000b273ecb9131b2178a7139a7a31b6,,0B,1,0,1,B,1B,
spotify:track:2gzhQaCTeNgxpeB2TPllyY,"Jimin, HA SUNG WOON",With you,64,81,0.532,0.426,-6.117,0.0288,0.639,0,0.134,0.137,149.898,3,201905,spotify,4/24/2022,https://i.scdn.co/image/ab67616d0000b273d90bd8b97e49216c00e55d18,https://p.scdn.co/mp3-preview/18c4ba2c0beb02ff740b720075d8a71e5af51101?cid=774b29d4f13844c495f206cafdad9c86,3B,1,3,4,B,4B,
spotify:track:6Z165JvPnS8PYvGW8oLGLc,Lauren Spencer Smith,Flowers,69,67,0.684,0.449,-9.738,0.611,0.869,0,0.0881,0.341,66.165,4,157373,spotify,4/14/2022,https://i.scdn.co/image/ab67616d0000b273295d21d0987dcc3d88b4e993,https://p.scdn.co/mp3-preview/191b90abbfa61a9b1232f903a6a14e309ca52081?cid=774b29d4f13844c495f206cafdad9c86,3B,1,3,4,B,4B,
spotify:track:123hB20IVD2yw1NMIgrqb3,cakal,İmdat,68,78,0.786,0.748,-7.568,0.162,0.267,0.00000376,0.0729,0.562,133.967,4,136120,spotify,4/15/2022,https://i.scdn.co/image/ab67616d0000b27387e6269f40ac88d0a53c8d32,https://p.scdn.co/mp3-preview/b36d9d73234dcc554524c5ea27ef18391b2468b4?cid=774b29d4f13844c495f206cafdad9c86,4A,0,4,5,A,5A,
spotify:track:5IQvs70wHdurk63TnCV6ZP,"t-low, Miksu / Macloud",We Made It,66,66,0.782,0.711,-5.383,0.0558,0.585,0.00000826,0.26,0.771,116.049,4,211827,spotify,4/22/2022,https://i.scdn.co/image/ab67616d0000b273c53b17c69f2c55bfea997d4a,https://p.scdn.co/mp3-preview/4e00576ca837c9015c114e04f9c53731585b78f2?cid=774b29d4f13844c495f206cafdad9c86,5A,0,5,6,A,6A,
spotify:track:2UN0lp72LAusrXi8LLVomt,"Ed Sheeran, Lil Baby",2step (feat. Lil Baby),89,76,0.693,0.643,-5.867,0.0828,0.138,0,0.108,0.477,95.055,4,163450,spotify,4/22/2022,https://i.scdn.co/image/ab67616d0000b273fa1f47734127036f68558256,https://p.scdn.co/mp3-preview/528101b29b47dbe5972746d6bace553fcdf1d61a?cid=774b29d4f13844c495f206cafdad9c86,4A,0,4,5,A,5A,
spotify:track:1dp8aQANyTRKssDeAYPiZe,"Pusha T, Lil Uzi Vert, Don Toliver",Scrape It Off (feat. Lil Uzi Vert & Don Toliver),71,69,0.594,0.679,-3.702,0.345,0.484,0.00000783,0.114,0.66,106.726,5,152613,spotify,4/22/2022,https://i.scdn.co/image/ab67616d0000b273e27dfef438562f2ecb98a642,https://p.scdn.co/mp3-preview/67e2db2c646aa4e19bfe23857e202243cac79d4b?cid=774b29d4f13844c495f206cafdad9c86,7B,1,7,8,B,8B,
spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,89,75,0.614,0.379,-10.48,0.0476,0.607,0.0005,0.0986,0.201,107.989,4,258987,spotify,2013,https://i.scdn.co/image/ab67616d0000b273d08209944468440145f01524,https://p.scdn.co/mp3-preview/34704823c55ae09f26988b106784f884bb781068?cid=774b29d4f13844c495f206cafdad9c86,4B,1,4,5,B,5B,
spotify:track:6OrTKLtcF7EBayOV2QqkSK,"Southside, Future, Travis Scott",Hold That Heat (feat. Travis Scott),56,69,0.744,0.608,-6.386,0.0442,0.0295,0,0.397,0.0692,130.045,4,221538,spotify,4/22/2022,https://i.scdn.co/image/ab67616d0000b2734f410ee7ae9379cc30d07c50,https://p.scdn.co/mp3-preview/e03e9a1057f6f22db7f750420fd84f4ff83938de?cid=774b29d4f13844c495f206cafdad9c86,2B,1,2,3,B,3B,
spotify:track:4xIhSUJantE6BMl3u8dtCJ,"Kendrick Lamar, Sampha",Father Time (feat. Sampha),87,75,0.514,0.779,-4.365,0.344,0.181,0,0.099,0.517,152.869,4,222497,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,10A,0,10,11,A,11A,
spotify:track:7pj6P5WnxkZsw3XRc8eMe1,Kendrick Lamar,Count Me Out,87,74,0.776,0.431,-7.544,0.091,0.671,0,0.153,0.495,133.999,4,283642,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,4A,0,4,5,A,5A,
spotify:track:0YeUVm23SAkUruwEx9LWnt,"Kendrick Lamar, Baby Keem, Sam Dew",Savior,87,73,0.605,0.692,-7.45,0.446,0.495,0,0.303,0.685,124.84,5,224466,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,8B,1,8,9,B,9B,
spotify:track:5uU1uuyaUIBOiiUSQG7Wl3,Morgan Wallen,You Proof,83,84,0.731,0.85,-4.913,0.0336,0.252,0,0.605,0.644,119.706,4,157478,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273c4680d109471da6809bbc79f,https://p.scdn.co/mp3-preview/4d8fcc9eb1448f22c7dacad26929002027bcc68b?cid=774b29d4f13844c495f206cafdad9c86,9B,1,9,10,B,10B,
spotify:track:6OZwia8loN0aPS0vTvsBjR,"Alonzo, Ninho, Naps",TOUT VA BIEN (feat. Ninho & Naps),66,77,0.66,0.72,-5.874,0.0753,0.301,0,0.226,0.628,99.937,4,192960,spotify,5/20/2022,https://i.scdn.co/image/ab67616d0000b2731918f9893ae98ff775e5131b,https://p.scdn.co/mp3-preview/e4e1baa15d02aad2e0bca861c49e5f33544f0647?cid=774b29d4f13844c495f206cafdad9c86,3A,0,3,4,A,4A,
spotify:track:2KdKh9vHbKW0tZLqtpxxI0,"Justin Bieber, Don Toliver",Honest (feat. Don Toliver),89,72,0.81,0.655,-6.779,0.0698,0.127,0.0001,0.105,0.809,150.002,4,193322,spotify,4/29/2022,https://i.scdn.co/image/ab67616d0000b27377f7f8553ace10f4d9347872,https://p.scdn.co/mp3-preview/8a566b6f389818a73071dfa28591291aacfbfc18?cid=774b29d4f13844c495f206cafdad9c86,8A,0,8,9,A,9A,
spotify:track:0RAvy97QRPzO2AfK5Dw6j3,"Kendrick Lamar, Taylour Paige",We Cry Together,87,69,0.648,0.68,-7.276,0.345,0.292,0,0.0808,0.504,106.89,3,341307,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,11B,1,11,12,B,12B,
spotify:track:5p56JT5F9a1z9pwXnqTg7d,Kendrick Lamar,Worldwide Steppers,87,68,0.514,0.472,-11.106,0.368,0.753,0.0001,0.0746,0.557,77.215,3,203367,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,8A,0,8,9,A,9A,
spotify:track:401160izncPtca3CmX3dvM,"Kendrick Lamar, Summer Walker, Ghostface Killah",Purple Hearts,87,71,0.567,0.824,-6.973,0.296,0.167,0.00000265,0.149,0.737,138.202,4,329295,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,3A,0,3,4,A,4A,
spotify:track:2Az5ykbQiZtFWtACCMvWlP,Kendrick Lamar,Rich - Interlude,87,65,0.481,0.406,-11.52,0.0775,0.864,0.0003,0.0869,0.741,91.589,4,103319,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,7B,1,7,8,B,8B,
spotify:track:7zvfDihYiJ8RQ1nRcpKBF5,"Kendrick Lamar, Tanna Leone",Mr. Morale,87,69,0.727,0.53,-8.616,0.312,0.283,0,0.392,0.258,174.025,3,210841,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,9B,1,9,10,B,10B,
spotify:track:2IwbW2jd0Ncv99Aroe77Ru,Kendrick Lamar,Crown,87,65,0.355,0.245,-13.475,0.0358,0.801,0.0001,0.112,0.162,173.329,4,264299,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,1A,0,1,2,A,2A,
spotify:track:19Fg3WrTfo35Ji3PtfZE6J,Kendrick Lamar,Auntie Diaries,87,64,0.52,0.375,-13.409,0.358,0.745,0.0122,0.429,0.589,127.544,5,281070,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,0B,1,0,1,B,1B,
spotify:track:5PPUw4Xo3Hz6rl4GpBfd3c,Kendrick Lamar,Savior - Interlude,87,65,0.618,0.43,-9.38,0.216,0.807,0,0.189,0.826,117.125,4,152986,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,5A,0,5,6,A,6A,
spotify:track:5LOiuvbH62YGtnwe6Ltt4T,Kendrick Lamar,Mirror,87,68,0.652,0.67,-8.766,0.0639,0.225,0,0.0804,0.274,91.933,4,256008,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,2B,1,2,3,B,3B,
spotify:track:6NZOc8kO0Fxo0fLPvIdLnW,"Kendrick Lamar, Beth Gibbons",Mother I Sober (feat. Beth Gibbons of Portishead),87,63,0.492,0.369,-14.861,0.329,0.87,0,0.11,0.491,140.012,4,406528,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273f30764d5fa1e439ad6a7742f,,8A,0,8,9,A,9A,
spotify:track:2vHzOWRKYPLu8umRPIFuOq,KALUSH,Stefania (Kalush Orchestra),58,65,0.832,0.817,-5.182,0.0422,0.145,0.0017,0.115,0.324,104.985,4,179546,spotify,3/18/2022,https://i.scdn.co/image/ab67616d0000b2739e9968776683d0a7099e2930,https://p.scdn.co/mp3-preview/c1b1f6fef897fb95365a29ee54663635710fea4e?cid=774b29d4f13844c495f206cafdad9c86,2B,1,2,3,B,3B,
spotify:track:5MMW4CZsZiZt2iuqAXzzWC,Kendrick Lamar,The Heart Part 5,87,65,0.7,0.812,-8.128,0.297,0.183,0,0.0756,0.801,97.405,4,332229,spotify,5/8/2022,https://i.scdn.co/image/ab67616d0000b27389877ffdd584dc9b7168044b,https://p.scdn.co/mp3-preview/f83ac06545c414c285a79e3aae05e9cea8ad9c02?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:3EMp20j5E42MxfFbsEsIvD,"Jack Harlow, Drake",Churchill Downs (feat. Drake),80,75,0.71,0.522,-9.102,0.36,0.615,0,0.11,0.37,96.448,4,309327,spotify,5/6/2022,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,https://p.scdn.co/mp3-preview/2ce712106eb508c534aa029bab12387490259bb9?cid=774b29d4f13844c495f206cafdad9c86,11B,1,11,12,B,12B,
spotify:track:6Pif6RkFoYzLygdqktus4Q,My Chemical Romance,The Foundations of Decay,76,67,0.363,0.67,-6.652,0.0552,0.0006,0.548,0.317,0.198,150.15,4,360760,spotify,5/12/2022,https://i.scdn.co/image/ab67616d0000b2736e30fdfa40ded68773542d56,https://p.scdn.co/mp3-preview/cc71b8a66903f61f982456f397def35e4d6d19f1?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:4d1CG5ei1E2vGbvmgf5KKv,Taylor Swift,This Love (Taylor’s Version),100,76,0.47,0.494,-8.672,0.0349,0.302,0,0.0672,0.0524,144.039,4,250100,spotify,5/6/2022,https://i.scdn.co/image/ab67616d0000b273b7fe6e9265a84c3b6eb66d34,https://p.scdn.co/mp3-preview/b52839c787d87a195922dd4dd436d92f38af79b9?cid=774b29d4f13844c495f206cafdad9c86,4B,1,4,5,B,5B,
spotify:track:3XREkzDHsWdBL5tybyCDBH,Chanel,SloMo,53,67,0.728,0.814,-3.29,0.0571,0.125,0.0045,0.0927,0.594,104.962,4,176286,spotify,12/24/2021,https://i.scdn.co/image/ab67616d0000b273e72e1154ce7b6314ba087b0e,https://p.scdn.co/mp3-preview/4401be3bad39cd9a97110cd708d3c2b2a23d9f78?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:3nhGk6VnrDHy67pXvMhdPa,Sam Ryder,SPACE MAN,59,67,0.467,0.828,-2.22,0.0489,0.181,0,0.102,0.334,79.978,4,217320,spotify,2/22/2022,https://i.scdn.co/image/ab67616d0000b273b406a48f0b5f4485044dd279,https://p.scdn.co/mp3-preview/6c89428de6a6054100128611dfd3f42e24344755?cid=774b29d4f13844c495f206cafdad9c86,11B,1,11,12,B,12B,
spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,87,79,0.716,0.531,-7.355,0.122,0.0703,0,0.224,0.344,71.994,4,386907,spotify,2012,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797,https://p.scdn.co/mp3-preview/6eb2a2b28d5a6dc9ef9be7a8714950641bb45012?cid=774b29d4f13844c495f206cafdad9c86,7B,1,7,8,B,8B,
spotify:track:1ZMGp9MTXbtAPvcKa0U3zS,"Mahmood, BLANCO",Brividi,61,69,0.523,0.614,-4.435,0.0347,0.448,0,0.254,0.342,122.962,4,199146,spotify,2/2/2022,https://i.scdn.co/image/ab67616d0000b27340c172c54696d8e6028c019f,https://p.scdn.co/mp3-preview/47e6bbb1ab100eb56107fec2f92eb790ccba23fa?cid=774b29d4f13844c495f206cafdad9c86,7B,1,7,8,B,8B,
spotify:track:42Xba467wgGvYrR2EE6s0i,Juice WRLD,Cigarettes,88,77,0.597,0.615,-6.346,0.0421,0.0303,0,0.378,0.467,160.014,4,227527,spotify,2/2/2022,https://i.scdn.co/image/ab67616d0000b273d4b6947ccac23f833993aff5,,2B,1,2,3,B,3B,
spotify:track:79nEEoEPY2w8EXj9hjn5oc,Yung Lean,Ginseng Strip 2002,66,75,0.601,0.712,-9.433,0.0431,0.0848,0,0.479,0.386,114.998,4,154000,spotify,8/16/2013,https://i.scdn.co/image/ab67616d0000b273fd5d145e815d352e195c02e7,,1B,1,1,2,B,2B,
spotify:track:1PNs0uGru3TcrA94kpyGnc,"Nicki Minaj, Lil Baby",Do We Have A Problem?,85,66,0.842,0.505,-8.627,0.402,0.472,0.0003,0.117,0.538,119.993,4,207065,spotify,2/4/2022,https://i.scdn.co/image/ab67616d0000b2737df334f26d1e55dfba843463,https://p.scdn.co/mp3-preview/fc4c0b7e044ddf3bc0abff5b102c6aecabbbeb8f?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:3a94TbZOxhkI9xuNwYL53b,Red Hot Chili Peppers,Black Summer,81,70,0.417,0.682,-5.071,0.0295,0.0267,0.0007,0.109,0.351,105.542,4,232412,spotify,2/4/2022,https://i.scdn.co/image/ab67616d0000b273579b9602ae484950d95d0ab8,https://p.scdn.co/mp3-preview/f4f2f6d275f2129616af282ab49ebab9920ec045?cid=774b29d4f13844c495f206cafdad9c86,1B,1,1,2,B,2B,
spotify:track:0hluyTCTSua59xYuIRqpe5,Irama,Ovunque Sarai,64,56,0.359,0.434,-6.068,0.0305,0.582,0,0.205,0.325,79.133,4,200429,spotify,2/3/2022,https://i.scdn.co/image/ab67616d0000b273b8707fbb799433ced6efdf92,https://p.scdn.co/mp3-preview/fb83883e57c27fa1407211df681fdab64972014b?cid=774b29d4f13844c495f206cafdad9c86,0B,1,0,1,B,1B,
spotify:track:11iIikXxC6NP0Ma8vMD27x,Vundabar,Alien Blues,65,81,0.467,0.757,-5.093,0.033,0.0807,0.908,0.0876,0.433,82.282,4,155933,spotify,7/24/2015,https://i.scdn.co/image/ab67616d0000b273578b0e6109b76bad0821ca71,https://p.scdn.co/mp3-preview/55e339f77b534ca057f5c0e7ae7f3b6fa86ee41e?cid=774b29d4f13844c495f206cafdad9c86,3B,1,3,4,B,4B,
spotify:track:6BczFLHW9aIf9aWn5NFuNL,"King Von, 21 Savage",Don't Play That,74,65,0.947,0.605,-8.621,0.346,0.0748,0.00000754,0.0901,0.656,129.988,4,133613,spotify,2/4/2022,https://i.scdn.co/image/ab67616d0000b2732e00657fb57e03072174067b,https://p.scdn.co/mp3-preview/da04ad9894783a5b9815d024bff94a54bda9ad68?cid=774b29d4f13844c495f206cafdad9c86,10A,0,10,11,A,11A,
spotify:track:3t4KHjd8uQpJJ2fa0fRIpR,The Chainsmokers,High,79,65,0.601,0.787,-6.178,0.031,0.0492,0,0.142,0.525,134.981,4,175163,spotify,1/28/2022,https://i.scdn.co/image/ab67616d0000b27312f02bba975d698976c95c96,,0B,1,0,1,B,1B,
spotify:track:0jLeyuu6mtsD384054xLah,La rappresentante di lista,Ciao Ciao,52,58,0.747,0.819,-4.602,0.134,0.125,0.00000261,0.331,0.637,117.994,4,184311,spotify,2/2/2022,https://i.scdn.co/image/ab67616d0000b2730f1c471dae67e1626c9fd385,https://p.scdn.co/mp3-preview/121a6e2130607bdc855672ad4c0e180e68fb3b4d?cid=774b29d4f13844c495f206cafdad9c86,4A,0,4,5,A,5A,
spotify:track:5elW2CKSoqjYoJ32AGDxf1,ENHYPEN,Polaroid Love,74,77,0.738,0.67,-3.766,0.0439,0.458,0,0.361,0.651,138.055,4,184602,spotify,1/10/2022,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,https://p.scdn.co/mp3-preview/9d16c769dbf61c57fe6efdf6889094f98c87c5f2?cid=774b29d4f13844c495f206cafdad9c86,7A,0,7,8,A,8A,
spotify:track:6N22FZs2ZhPBYi3b9XPajV,Labrinth,Still Don't Know My Name,78,78,0.316,0.63,-5.963,0.117,0.471,0.262,0.205,0.313,89.643,1,153294,spotify,10/4/2019,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,https://p.scdn.co/mp3-preview/8c9d7313f6f7eaffc196a40890613ec9b80e9fdc?cid=774b29d4f13844c495f206cafdad9c86,5B,1,5,6,B,6B,
spotify:track:0GsZZWhBMIQXAmPYPJ3PRQ,Rkomi,INSUPERABILE,71,62,0.667,0.848,-5.195,0.0851,0.0344,0,0.183,0.84,122.035,4,172462,spotify,2/2/2022,https://i.scdn.co/image/ab67616d0000b27394ef57c585382f5239f8c40e,,4A,0,4,5,A,5A,
